Sr. No.,Company Name,Job Title,Salaries Reported,Location,Salary,Average Salary,Weighted Average Salary,Median Salary,Level,Years of Exp
2540,Invergence Analytics,Data Analyst,1,Hyderabad,67758,85389,86399,65464,Junior,1-6
2541,Datasite,Data Analyst,1,Hyderabad,72518,85399,86407,65451,Junior,1-6
2542,PowerBI Consulting,Data Analyst,1,Hyderabad,30000,85406,86413,65366,Junior,1-6
2543,Cognizant Technology Solutions,Data Analyst,1,Hyderabad,61642,85437,86436,65451,Junior,1-6
2544,Saksham Innovations,Data Analyst,1,Hyderabad,55600,85450,86446,65464,Junior,1-6
2545,Indigen Technologies,Data Analyst,1,Hyderabad,50000,85467,86459,65476,Junior,1-6
2546,TeacherActive,Data Analyst,1,Hyderabad,37736,85487,86474,65476,Junior,1-6
2547,Fountane,Data Analyst,1,Hyderabad,54715,85513,86494,65476,Junior,1-6
2548,GlobalLogic,Data Analyst,86,New Delhi,50004,85531,86507,65476,Junior,1-6
2549,Tata Consultancy Services,Data Analyst,49,New Delhi,59118,85550,86522,65476,Junior,1-6
2550,Accenture,Data Analyst,28,New Delhi,60255,85565,86533,65530,Junior,1-6
2551,HCL Technologies,Data Analyst,26,New Delhi,41421,85579,86544,65583,Junior,1-6
2552,EXL Service,Data Analyst,24,New Delhi,63511,85604,86563,65583,Junior,1-6
2553,Innovaccer,Data Analyst,23,New Delhi,79051,85616,86572,65583,Junior,1-6
2554,The Smart Cube,Data Analyst,20,New Delhi,71165,85620,86576,65583,Junior,1-6
2555,Axtria,Data Analyst,20,New Delhi,67008,85628,86582,65583,Junior,1-6
2556,EY,Data Analyst,17,New Delhi,50043,85639,86590,65530,Junior,1-6
2557,Optum,Data Analyst,17,New Delhi,96000,85659,86605,65583,Junior,1-6
2558,Absolutdata,Data Analyst,17,New Delhi,59476,85653,86601,65530,Junior,1-6
2559,American Express,Data Analyst,15,New Delhi,113482,85668,86613,65583,Mid,7-14
2560,OYO,Data Analyst,15,New Delhi,60102,85652,86601,65530,Junior,1-6
2561,IBM,Data Analyst,15,New Delhi,52147,85666,86612,65583,Junior,1-6
2562,Ericsson-Worldwide,Data Analyst,15,New Delhi,44933,85685,86627,65583,Junior,1-6
2563,Cognizant Technology Solutions,Data Analyst,14,New Delhi,45659,85708,86644,65583,Junior,1-6
2564,Genpact,Data Analyst,14,New Delhi,52574,85731,86661,65592,Junior,1-6
2565,Wipro,Data Analyst,14,New Delhi,59314,85749,86676,65600,Junior,1-6
2566,Bharti Airtel,Data Analyst,13,New Delhi,48451,85764,86687,65607,Junior,1-6
2567,Amazon,Data Analyst,12,New Delhi,56673,85785,86703,65613,Junior,1-6
2568,Capgemini,Data Analyst,12,New Delhi,40143,85802,86716,65807,Junior,1-6
2569,Paytm,Data Analyst,12,New Delhi,60269,85827,86735,66000,Junior,1-6
2570,Tech Mahindra,Data Analyst,11,New Delhi,34067,85842,86746,66000,Junior,1-6
2571,HP Inc.,Data Analyst,11,New Delhi,40293,85871,86769,66000,Junior,1-6
2572,ZS Associates,Data Analyst,11,New Delhi,71267,85897,86788,66088,Junior,1-6
2573,NTT DATA,Data Analyst,11,New Delhi,50244,85905,86795,66000,Junior,1-6
2574,LiquidHub,Data Analyst,10,New Delhi,35166,85925,86810,66088,Junior,1-6
2575,UnitedHealth Group,Data Analyst,9,New Delhi,92849,85954,86832,66176,Junior,1-6
2576,Aon,Data Analyst,9,New Delhi,39733,85950,86829,66088,Junior,1-6
2577,Snapdeal,Data Analyst,9,New Delhi,101960,85976,86849,66176,Mid,7-14
2578,Google,Data Analyst,9,New Delhi,38695,85967,86843,66088,Junior,1-6
2579,AXA XL,Data Analyst,8,New Delhi,73121,85994,86863,66176,Junior,1-6
2580,WNS,Data Analyst,8,New Delhi,72680,86002,86869,66088,Junior,1-6
2581,American Express,Data Analyst,8,New Delhi,107097,86009,86875,66000,Mid,7-14
2582,KPMG,Data Analyst,8,New Delhi,50921,85997,86866,66000,Junior,1-6
2583,Mercer,Data Analyst,8,New Delhi,40041,86017,86882,66000,Junior,1-6
2584,Publicis Sapient,Data Analyst,7,New Delhi,68089,86043,86902,66088,Junior,1-6
2585,Denave,Data Analyst,7,New Delhi,41717,86054,86910,66000,Junior,1-6
2586,Deloitte,Data Analyst,7,New Delhi,42995,86079,86929,66088,Junior,1-6
2587,McKinsey & Company,Data Analyst,7,New Delhi,140195,86103,86948,66176,Mid,7-14
2588,BT,Data Analyst,7,New Delhi,52456,86072,86925,66088,Junior,1-6
2589,Decision Point,Data Analyst,7,New Delhi,61642,86092,86940,66176,Junior,1-6
2590,Saarthee,Data Analyst,7,New Delhi,62158,86106,86950,66176,Junior,1-6
2591,Collegedunia,Data Analyst,7,New Delhi,46190,86119,86961,66176,Junior,1-6
2592,IHS Markit,Data Analyst,7,New Delhi,62158,86142,86978,66302,Junior,1-6
2593,Accenture,Data Analyst,6,New Delhi,53884,86156,86989,66428,Junior,1-6
2594,MedTourEasy,Data Analyst,6,New Delhi,31144,86174,87003,66433,Junior,1-6
2595,b3Intelligence,Data Analyst,6,New Delhi,39492,86206,87027,66438,Junior,1-6
2596,HP Inc.,Data Analyst,6,New Delhi,30240,86233,87048,66469,Junior,1-6
2597,Fiserv,Data Analyst,6,New Delhi,132409,86265,87072,66500,Mid,7-14
2598,DXC Technology,Data Analyst,6,New Delhi,54575,86238,87053,66469,Junior,1-6
2599,Competent Software,Data Analyst,6,New Delhi,58538,86257,87066,66500,Junior,1-6
2600,Freelancer,Data Analyst,6,New Delhi,52027,86272,87079,66544,Junior,1-6
2601,Optum Global Solutions,Data Analyst,6,New Delhi,121801,86292,87094,66588,Mid,7-14
2602,TransOrg Analytics,Data Analyst,6,New Delhi,66428,86272,87079,66544,Junior,1-6
2603,Toluna,Data Analyst,6,New Delhi,54438,86283,87088,66588,Junior,1-6
2604,Concentrix,Data Analyst,6,New Delhi,43892,86302,87102,66623,Junior,1-6
2605,TO THE NEW,Data Analyst,5,New Delhi,30919,86326,87121,66657,Junior,1-6
2606,R1 RCM,Data Analyst,5,New Delhi,53761,86358,87145,66718,Junior,1-6
2607,EasyRewardz,Data Analyst,5,New Delhi,48423,86377,87159,66779,Junior,1-6
2608,Better.com,Data Analyst,5,New Delhi,117700,86399,87176,66779,Mid,7-14
2609,Times Internet,Data Analyst,5,New Delhi,60293,86381,87163,66779,Junior,1-6
2610,McKinsey Knowledge Center,Data Analyst,5,New Delhi,154107,86396,87175,66779,Mid,7-14
2611,Palin Analytics,Data Analyst,5,New Delhi,49863,86356,87146,66779,Junior,1-6
2612,Nokia,Data Analyst,5,New Delhi,36323,86378,87162,66779,Junior,1-6
2613,Encore Capital Group,Data Analyst,5,New Delhi,67758,86407,87184,66779,Junior,1-6
2614,Nagarro,Data Analyst,5,New Delhi,111907,86417,87192,66779,Mid,7-14
2615,Annik Technology Services,Data Analyst,5,New Delhi,48029,86403,87182,66779,Junior,1-6
2616,QL2,Data Analyst,5,New Delhi,40610,86425,87199,66779,Junior,1-6
2617,Infosys,Data Analyst,5,New Delhi,113008,86451,87219,66779,Mid,7-14
2618,Dell Technologies,Data Analyst,5,New Delhi,60293,86436,87208,66779,Junior,1-6
2619,DecisionTree Analytics & Services,Data Analyst,5,New Delhi,59454,86451,87219,66779,Junior,1-6
2620,Polestar Solutions & Services India,Data Analyst,4,New Delhi,60484,86467,87232,66779,Junior,1-6
2621,Gartner,Data Analyst,4,New Delhi,86505,86482,87243,66779,Junior,1-6
2622,Home Credit India,Data Analyst,4,New Delhi,36304,86482,87244,66779,Junior,1-6
2623,Citi,Data Analyst,4,New Delhi,60055,86511,87266,66779,Junior,1-6
2624,Value Edge Research Services,Data Analyst,4,New Delhi,80208,86527,87278,66800,Junior,1-6
2625,Ameriprise,Data Analyst,4,New Delhi,77849,86530,87281,66779,Junior,1-6
2626,Teleperformance,Data Analyst,4,New Delhi,65451,86535,87285,66779,Junior,1-6
2627,Fractal,Data Analyst,4,New Delhi,87807,86548,87295,66779,Junior,1-6
2628,GALYTIX,Data Analyst,4,New Delhi,62314,86547,87295,66779,Junior,1-6
2629,Team Computers,Data Analyst,4,New Delhi,39323,86561,87306,66779,Junior,1-6
2630,Chatous,Data Analyst,4,New Delhi,33271,86589,87327,66800,Junior,1-6
2631,CSC E-Governance Services,Data Analyst,4,New Delhi,31014,86620,87351,66820,Junior,1-6
2632,Adglobal360,Data Analyst,4,New Delhi,60234,86653,87376,66866,Junior,1-6
2633,BlackRock,Data Analyst,4,New Delhi,69092,86668,87388,66911,Junior,1-6
2634,WheelsEye Technology,Data Analyst,4,New Delhi,62515,86678,87396,66866,Junior,1-6
2635,Hive (CA),Data Analyst,4,New Delhi,39028,86692,87407,66911,Junior,1-6
2636,Apsidata solutions,Data Analyst,4,New Delhi,46380,86720,87428,67016,Junior,1-6
2637,BOLD,Data Analyst,4,New Delhi,115195,86744,87446,67121,Mid,7-14
2638,Britis Telecom,Data Analyst,4,New Delhi,46424,86727,87434,67016,Junior,1-6
2639,Urban Company,Data Analyst,4,New Delhi,52044,86751,87452,67121,Junior,1-6
2640,NCR,Data Analyst,4,New Delhi,40964,86772,87468,67145,Junior,1-6
2641,PolicyBazaar,Data Analyst,4,New Delhi,55104,86798,87489,67169,Junior,1-6
2642,Google,Data Analyst,4,New Delhi,41807,86817,87503,67208,Junior,1-6
2643,NS Matrix Services,Data Analyst,4,New Delhi,34375,86844,87523,67246,Junior,1-6
2644,NITS,Data Analyst,4,New Delhi,53230,86875,87547,67247,Junior,1-6
2645,Namekart,Data Analyst,4,New Delhi,58000,86894,87563,67248,Junior,1-6
2646,RCM Aeroservices,Data Analyst,4,New Delhi,45064,86912,87576,67248,Junior,1-6
2647,Actiknow,Data Analyst,4,New Delhi,36366,86936,87595,67248,Junior,1-6
2648,XYZ,Data Analyst,3,New Delhi,57719,86966,87618,67248,Junior,1-6
2649,GALYTIX,Data Analyst,3,New Delhi,36985,86983,87631,67248,Junior,1-6
2650,Unified Healthcare Group,Data Analyst,3,New Delhi,50818,87013,87654,67248,Junior,1-6
2651,iEnergizer,Data Analyst,3,New Delhi,33201,87034,87670,67248,Junior,1-6
2652,WSP,Data Analyst,3,New Delhi,78618,87066,87695,67248,Junior,1-6
2653,Delhivery,Data Analyst,3,New Delhi,65600,87071,87699,67248,Junior,1-6
2654,MapmyIndia,Data Analyst,3,New Delhi,32639,87084,87709,67248,Junior,1-6
2655,Limeroad,Data Analyst,3,New Delhi,60273,87116,87734,67248,Junior,1-6
2656,IQVIA,Data Analyst,3,New Delhi,58212,87132,87746,67307,Junior,1-6
2657,TCS,Data Analyst,3,New Delhi,40146,87150,87759,67365,Junior,1-6
2658,Wizikey,Data Analyst,3,New Delhi,40723,87177,87781,67407,Junior,1-6
2659,Cvent,Data Analyst,3,New Delhi,76040,87205,87802,67448,Junior,1-6
2660,Keysight Technologies,Data Analyst,3,New Delhi,70513,87212,87807,67407,Junior,1-6
2661,ITC Infotech,Data Analyst,3,New Delhi,96739,87222,87815,67365,Junior,1-6
2662,Nurtr,Data Analyst,3,New Delhi,33879,87216,87811,67307,Junior,1-6
2663,Glorious Insights,Data Analyst,3,New Delhi,74278,87248,87836,67365,Junior,1-6
2664,CRMnext,Data Analyst,3,New Delhi,75241,87256,87842,67307,Junior,1-6
2665,McKinsey Knowledge Center,Data Analyst,3,New Delhi,36789,87263,87848,67248,Junior,1-6
2666,Masthead Technologies,Data Analyst,3,New Delhi,72898,87293,87871,67307,Junior,1-6
2667,Yatra Online Pvt Ltd,Data Analyst,3,New Delhi,56464,87301,87878,67248,Junior,1-6
2668,Bain & Company,Data Analyst,3,New Delhi,99128,87320,87892,67307,Junior,1-6
2669,NatWest Group,Data Analyst,3,New Delhi,36912,87313,87887,67248,Junior,1-6
2670,Stigasoft,Data Analyst,3,New Delhi,45797,87343,87910,67307,Junior,1-6
2671,Stanza Living,Data Analyst,3,New Delhi,90000,87368,87929,67365,Junior,1-6
2672,Elucidata (MA),Data Analyst,3,New Delhi,108799,87366,87928,67307,Mid,7-14
2673,HCL,Data Analyst,3,New Delhi,30588,87353,87919,67248,Junior,1-6
2674,Eko India Financial Services,Data Analyst,3,New Delhi,87837,87388,87945,67307,Junior,1-6
2675,Edulyt India,Data Analyst,3,New Delhi,34208,87387,87945,67248,Junior,1-6
2676,Moody's Analytics,Data Analyst,3,New Delhi,33552,87419,87970,67307,Junior,1-6
2677,Vidooly Media Tech,Data Analyst,3,New Delhi,43210,87452,87995,67365,Junior,1-6
2678,SupplyCopia,Data Analyst,3,New Delhi,47545,87478,88015,67407,Junior,1-6
2679,United Airlines,Data Analyst,3,New Delhi,88057,87502,88034,67448,Junior,1-6
2680,Elsevier,Data Analyst,3,New Delhi,38000,87502,88034,67407,Junior,1-6
2681,Gauge Data Solutions,Data Analyst,3,New Delhi,164074,87532,88057,67448,Mid,7-14
2682,Nones,Data Analyst,3,New Delhi,60538,87486,88022,67407,Junior,1-6
2683,Peacock Solar,Data Analyst,3,New Delhi,46448,87502,88034,67448,Junior,1-6
2684,Anonymous Content,Data Analyst,3,New Delhi,67500,87527,88054,67448,Junior,1-6
2685,Ford Motor Company,Data Analyst,3,New Delhi,120000,87539,88063,67448,Mid,7-14
2686,Professional,Data Analyst,3,New Delhi,30822,87519,88048,67407,Junior,1-6
2687,NextGen Invent,Data Analyst,3,New Delhi,48662,87553,88075,67448,Junior,1-6
2688,OYO,Data Analyst,3,New Delhi,40654,87577,88093,67448,Junior,1-6
2689,Verificient Technologies,Data Analyst,3,New Delhi,65018,87605,88115,67448,Junior,1-6
2690,Samsung Electronics,Data Analyst,3,New Delhi,104119,87619,88126,67448,Mid,7-14
2691,Quess,Data Analyst,3,New Delhi,49999,87609,88118,67448,Junior,1-6
2692,Upwork,Data Analyst,3,New Delhi,33879,87632,88136,67448,Junior,1-6
2693,SunTec Web Services,Data Analyst,3,New Delhi,50884,87665,88161,67448,Junior,1-6
2694,Moody's Corporation,Data Analyst,3,New Delhi,54451,87687,88179,67535,Junior,1-6
2695,SIQES,Data Analyst,3,New Delhi,40684,87707,88194,67622,Junior,1-6
2696,Honeywell,Data Analyst,3,New Delhi,81134,87736,88216,67635,Junior,1-6
2697,First Student,Data Analyst,3,New Delhi,41438,87740,88220,67622,Junior,1-6
2698,Risk Management Solutions,Data Analyst,3,New Delhi,55995,87768,88242,67635,Junior,1-6
2699,First Student,Data Analyst,3,New Delhi,48544,87787,88257,67647,Junior,1-6
2700,iTech Mission,Data Analyst,3,New Delhi,40654,87811,88275,67692,Junior,1-6
2701,Microsoft,Data Analyst,2,New Delhi,74494,87840,88298,67736,Junior,1-6
2702,Adobe,Data Analyst,2,New Delhi,78476,87848,88304,67692,Junior,1-6
2703,McKinney and Company,Data Analyst,2,New Delhi,123937,87854,88309,67647,Mid,7-14
2704,Freelancer,Data Analyst,2,New Delhi,68528,87832,88292,67635,Junior,1-6
2705,Snapdeal,Data Analyst,2,New Delhi,30500,87844,88301,67622,Junior,1-6
2706,ATS Services (India),Data Analyst,2,New Delhi,41244,87879,88328,67635,Junior,1-6
2707,Optum Global Solutions India,Data Analyst,2,New Delhi,98292,87907,88350,67647,Junior,1-6
2708,Adda 247,Data Analyst,2,New Delhi,42783,87901,88346,67635,Junior,1-6
2709,Google,Data Analyst,2,New Delhi,61935,87929,88367,67647,Junior,1-6
2710,ShipRocket,Data Analyst,2,New Delhi,32442,87945,88380,67692,Junior,1-6
2711,Grail Insights,Data Analyst,2,New Delhi,70581,87979,88406,67736,Junior,1-6
2712,Wunderman Thompson,Data Analyst,2,New Delhi,55114,87989,88415,67692,Junior,1-6
2713,Mastercard,Data Analyst,2,New Delhi,147180,88010,88430,67736,Mid,7-14
2714,SupplyCopia,Data Analyst,2,New Delhi,69347,87973,88402,67692,Junior,1-6
2715,Niscom Tele Infra,Data Analyst,2,New Delhi,48236,87985,88412,67647,Junior,1-6
2716,Annalect,Data Analyst,2,New Delhi,56313,88009,88431,67692,Junior,1-6
2717,GroupM,Data Analyst,2,New Delhi,46728,88029,88446,67736,Junior,1-6
2718,StepOut Solutions,Data Analyst,2,New Delhi,71524,88054,88466,67747,Junior,1-6
2719,Zomato,Data Analyst,2,New Delhi,83394,88064,88474,67736,Junior,1-6
2720,Tata Consultancy Services,Data Analyst,2,New Delhi,40748,88067,88476,67692,Junior,1-6
2721,Polaris FT,Data Analyst,2,New Delhi,31469,88096,88499,67736,Junior,1-6
2722,Research & Ranking,Data Analyst,2,New Delhi,40002,88131,88526,67747,Junior,1-6
2723,Microtek International (India),Data Analyst,2,New Delhi,49973,88161,88549,67758,Junior,1-6
2724,Unyscape Infocom,Data Analyst,2,New Delhi,37015,88185,88567,67758,Junior,1-6
2725,Cians Analytics,Data Analyst,2,New Delhi,59105,88216,88592,67758,Junior,1-6
2726,AON,Data Analyst,2,New Delhi,238573,88234,88606,67758,Mid,7-14
2727,United Airlines,Data Analyst,2,New Delhi,31389,88141,88534,67758,Junior,1-6
2728,Xceedance,Data Analyst,2,New Delhi,33366,88176,88562,67758,Junior,1-6
2729,CBRE,Data Analyst,2,New Delhi,60134,88210,88588,67758,Junior,1-6
2730,Promien Services,Data Analyst,2,New Delhi,39733,88228,88602,67758,Junior,1-6
2731,Kantar,Data Analyst,2,New Delhi,41944,88258,88625,67758,Junior,1-6
2732,FN MathLogic Consulting Services,Data Analyst,2,New Delhi,66820,88287,88648,67758,Junior,1-6
2733,Maruti Suzuki,Data Analyst,2,New Delhi,98242,88300,88658,67758,Junior,1-6
2734,Loginworks,Data Analyst,2,New Delhi,55305,88294,88654,67758,Junior,1-6
2735,Acuity Knowledge Partners,Data Analyst,2,New Delhi,50889,88315,88670,67758,Junior,1-6
2736,PwC,Data Analyst,2,New Delhi,70172,88338,88688,67758,Junior,1-6
2737,Score Me,Data Analyst,2,New Delhi,37044,88349,88697,67758,Junior,1-6
2738,FIA Technology Services,Data Analyst,2,New Delhi,64610,88381,88722,67758,Junior,1-6
2739,Zenatix,Data Analyst,2,New Delhi,64935,88396,88733,67758,Junior,1-6
2740,Blackcoffer,Data Analyst,2,New Delhi,53700,88411,88745,67844,Junior,1-6
2741,Info Edge,Data Analyst,2,New Delhi,60807,88433,88762,67929,Junior,1-6
2742,HH Global,Data Analyst,2,New Delhi,70485,88450,88775,67965,Junior,1-6
2743,NetProphets Cyberworks,Data Analyst,2,New Delhi,38292,88461,88784,67929,Junior,1-6
2744,Cognizant Consulting,Data Analyst,2,New Delhi,38361,88492,88809,67965,Junior,1-6
2745,Willis Towers Watson,Data Analyst,2,New Delhi,59828,88524,88833,68000,Junior,1-6
2746,LIN SCAN,Data Analyst,2,New Delhi,58581,88542,88847,68050,Junior,1-6
2747,Tata Consultancy Services,Data Analyst,36,Mumbai,47907,88561,88862,68099,Junior,1-6
2748,eClerx,Data Analyst,26,Mumbai,30672,88586,88882,68117,Junior,1-6
2749,Accenture,Data Analyst,23,Mumbai,54607,88623,88910,68135,Junior,1-6
2750,Morningstar,Data Analyst,22,Mumbai,36463,88644,88927,68149,Junior,1-6
2751,Cognizant Technology Solutions,Data Analyst,17,Mumbai,57425,88677,88953,68162,Junior,1-6
2752,Capgemini,Data Analyst,15,Mumbai,50980,88697,88968,68176,Junior,1-6
2753,HP Inc.,Data Analyst,11,Mumbai,40195,88720,88987,68190,Junior,1-6
2754,HERE Technologies,Data Analyst,11,Mumbai,45790,88751,89011,68190,Junior,1-6
2755,J.P. Morgan,Data Analyst,10,Mumbai,74451,88778,89032,68190,Junior,1-6
2756,Ugam,Data Analyst,10,Mumbai,30178,88787,89039,68190,Junior,1-6
2757,Cartesian Consulting,Data Analyst,10,Mumbai,53078,88824,89068,68190,Junior,1-6
2758,Experian,Data Analyst,9,Mumbai,71632,88847,89086,68208,Junior,1-6
2759,Cogencis Information Services,Data Analyst,9,Mumbai,44715,88858,89094,68190,Junior,1-6
2760,Media.net,Data Analyst,9,Mumbai,52845,88886,89116,68208,Junior,1-6
2761,Fractal,Data Analyst,8,Mumbai,72881,88908,89134,68226,Junior,1-6
2762,MSCI,Data Analyst,8,Mumbai,78716,88919,89142,68208,Junior,1-6
2763,Hansa Cequity,Data Analyst,8,Mumbai,48337,88925,89147,68190,Junior,1-6
2764,IBM,Data Analyst,8,Mumbai,46574,88951,89167,68208,Junior,1-6
2765,Accenture,Data Analyst,7,Mumbai,59602,88978,89188,68226,Junior,1-6
2766,Course5 Intelligence,Data Analyst,7,Mumbai,32246,88996,89203,68258,Junior,1-6
2767,CRG Solutions,Data Analyst,7,Mumbai,52147,89032,89231,68290,Junior,1-6
2768,Citi,Data Analyst,6,Mumbai,132273,89056,89249,68308,Mid,7-14
2769,Kantar,Data Analyst,6,Mumbai,41215,89028,89228,68290,Junior,1-6
2770,Magic9 Media Analytics,Data Analyst,6,Mumbai,49624,89059,89252,68308,Junior,1-6
2771,Travelex,Data Analyst,6,Mumbai,66176,89084,89272,68325,Junior,1-6
2772,Propellum Infotech,Data Analyst,6,Mumbai,44817,89099,89283,68345,Junior,1-6
2773,Deloitte,Data Analyst,5,Mumbai,74403,89127,89305,68364,Junior,1-6
2774,TCS,Data Analyst,5,Mumbai,51594,89136,89313,68345,Junior,1-6
2775,KPMG,Data Analyst,5,Mumbai,41965,89160,89331,68364,Junior,1-6
2776,Development Credit Bank Limited,Data Analyst,5,Mumbai,52456,89190,89355,68367,Junior,1-6
2777,Google,Data Analyst,5,Mumbai,35490,89214,89373,68369,Junior,1-6
2778,Nailbiter,Data Analyst,5,Mumbai,32054,89248,89400,68431,Junior,1-6
2779,First Student,Data Analyst,5,Mumbai,36688,89285,89429,68493,Junior,1-6
2780,Jio,Data Analyst,5,Mumbai,68290,89319,89455,68497,Junior,1-6
2781,GEP,Data Analyst,4,Mumbai,44472,89332,89466,68501,Junior,1-6
2782,Decimal Point Analytics,Data Analyst,4,Mumbai,79844,89361,89489,68613,Junior,1-6
2783,Cogencis Information Services,Data Analyst,4,Mumbai,53939,89367,89493,68501,Junior,1-6
2784,Atos-Syntel,Data Analyst,4,Mumbai,31718,89390,89511,68613,Junior,1-6
2785,ICICI Bank,Data Analyst,4,Mumbai,47749,89427,89540,68725,Junior,1-6
2786,General Mills,Data Analyst,4,Mumbai,68000,89454,89561,68774,Junior,1-6
2787,Hudl,Data Analyst,4,Mumbai,31570,89467,89572,68823,Junior,1-6
2788,Axis Bank,Data Analyst,4,Mumbai,96588,89505,89601,68829,Junior,1-6
2789,First Student,Data Analyst,4,Mumbai,30741,89500,89598,68823,Junior,1-6
2790,DONE by NONE,Data Analyst,4,Mumbai,30618,89538,89628,68829,Junior,1-6
2791,AXIS MY INDIA,Data Analyst,3,Mumbai,37405,89576,89657,68834,Junior,1-6
2792,Piramal Enterprises,Data Analyst,3,Mumbai,141632,89610,89684,68935,Mid,7-14
2793,HDFC Bank,Data Analyst,3,Mumbai,82877,89576,89658,68834,Junior,1-6
2794,Tata Communications,Data Analyst,3,Mumbai,37483,89581,89661,68829,Junior,1-6
2795,Barclays,Data Analyst,3,Mumbai,104005,89614,89687,68834,Mid,7-14
2796,Quantafic Business Solutions,Data Analyst,3,Mumbai,51669,89605,89680,68829,Junior,1-6
2797,EY,Data Analyst,3,Mumbai,45403,89630,89699,68834,Junior,1-6
2798,IDFC First Bank,Data Analyst,3,Mumbai,135659,89658,89722,68935,Mid,7-14
2799,Prudential plc,Data Analyst,3,Mumbai,122632,89628,89699,68834,Mid,7-14
2800,FieldGlobal Market Research,Data Analyst,3,Mumbai,46212,89607,89682,68829,Junior,1-6
2801,Anonymous Content,Data Analyst,3,Mumbai,52059,89635,89704,68834,Junior,1-6
2802,LTI,Data Analyst,3,Mumbai,36953,89660,89723,68935,Junior,1-6
2803,Larsen & Toubro,Data Analyst,3,Mumbai,75241,89694,89750,69035,Junior,1-6
2804,TripStack,Data Analyst,3,Mumbai,45330,89703,89758,68935,Junior,1-6
2805,LogisticsNow,Data Analyst,3,Mumbai,49381,89732,89780,69035,Junior,1-6
2806,Quantiphi,Data Analyst,3,Mumbai,65476,89759,89801,69139,Junior,1-6
2807,LogisticsNow,Data Analyst,3,Mumbai,51369,89774,89813,69242,Junior,1-6
